algo,seed,episode,avg_jct,makespan,utilization,total_reward,num_jobs
sac,0,129,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,130,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,131,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,132,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,133,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,134,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,135,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,136,5156.250000000001,12707.0,0.028980089714330685,-144905.86628571435,4
sac,0,138,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,139,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,140,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,141,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,142,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,143,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,144,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,145,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,146,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,147,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,148,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,149,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,150,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,151,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,152,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,153,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,154,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,155,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,156,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,157,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,158,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,159,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,160,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,161,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,162,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,163,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,164,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,165,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,166,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,167,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,168,-8814.513157894737,12707.0,-0.9414861325028949,-187447.0180714288,76
sac,0,169,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,170,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,171,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,172,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,173,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,174,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,175,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,176,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,177,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,178,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,179,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,180,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
sac,0,181,5156.250000000001,12707.0,0.028980089714330685,-152813.73235714284,4
